어장명,정점,위도,경도,어장종류,년도,월,일,기상,수심(m),수온(표),수온(저),수온(차이),염분(저),Ph(저),DO(저),COD(저),NH4-N(저),NO3-N(저),NO2-N(저),DIN(저),TN(저),DIP(저),TP(저),SIO2-SI(저),CHL-A(저),SS(저),투명도,,
표선,2,33.2927777777778,126.8375,마을어장,2018,10,16,맑음,17,20.96,20.85,0.109999999999999,33.63,8.17,6.89,0.49,0.014,0.054,0.004,0.072,0.189,0.006,0.014,0.175,1.1,2.8,8,,
성산,1,33.4333333333333,126.943333333333,마을어장,2018,10,16,맑음,15,20.31,20.24,0.0700000000000003,33.85,8.15,7,0.34,0.012,0.048,0.003,0.063,0.173,0.005,0.014,0.169,1.68,2.6,7,,
성산,2,33.5597222222222,126.814444444444,마을어장,2018,10,16,맑음,,18.7,,18.7,,,,,,,,,,,,,,,,,
조천,1,33.5597222222222,126.814444444444,마을어장,2018,10,16,맑음,,18.9,,18.9,,,,,,,,,,,,,,,,,
조천,2,33.5652777777778,126.809722222222,마을어장,2018,10,16,맑음,19,20.19,20.21,0.0199999999999996,33.77,8.14,6.75,0.46,0.012,0.039,0.002,0.054,0.173,0.006,0.014,0.128,0.59,1,8,,
조천,4,33.575,126.695,마을어장,2018,10,16,맑음,18,20.14,20.1,0.0399999999999992,33.88,8.13,6.83,0.38,0.011,0.05,0.003,0.064,0.168,0.006,0.013,0.158,1.2,2.8,7,,
영광,1,35.3897222222222,126.3775,마을어장,2018,10,13,맑음,5,18.43,18.41,0.0199999999999996,31.31,8.17,8.97,3.16,0.035,0.026,0.005,0.066,0.245,0.023,0.043,0.316,11.13,9.6,1.1,,
영광,2,35.3333333333333,126.3,연안,2018,10,13,맑음,5,18.56,18.55,0.009999999999998,31.15,8.12,8.76,1.65,0.046,0.041,0.004,0.091,0.296,0.025,0.059,0.503,9.6,44.2,0.7,,
고창,1,35.5,126.391666666667,연안,2018,10,13,맑음,5,18.61,18.61,0,31.59,8.18,9.07,0.94,0.023,0.015,0.005,0.043,0.232,0.016,0.043,0.294,9.6,32.8,1.5,,
곰소만,1,35.555,126.43,진주담치,2018,10,13,맑음,5,18.51,18.49,0.0200000000000031,30.89,8.25,9.83,1.41,0.012,0.004,0.001,0.017,0.232,0.012,0.052,0.126,21.83,10.4,1.4,,
곰소만,2,35.5433333333333,126.483333333333,전복,2018,10,13,맑음,4,18.75,18.75,0,30.36,8.27,9.88,2.44,0.012,0.006,0.002,0.02,0.224,0.015,0.042,0.162,18.5,7,1.5,,
곰소만,3,35.5744444444444,126.486666666667,김,2018,10,13,맑음,4,18.93,18.92,0.009999999999998,30.38,8.3,10.28,4.42,0.01,0.004,0.002,0.016,0.328,0.01,0.041,0.136,12.73,5.4,2.7,,
곰소만,4,35.5816666666667,126.551944444444,바지락,2018,10,13,맑음,5,18.96,18.95,0.0100000000000016,30.41,8.29,9.98,2.17,0.012,0.006,0.002,0.019,0.208,0.006,0.035,0.149,15.48,6.6,2.6,,
군산,6,35.92,126.457222222222,연안,2018,10,13,맑음,8,18.77,18.77,0,29.81,8.11,8.84,1.82,0.06,0.123,0.01,0.193,0.364,0.025,0.047,0.54,3.6,9.8,1.6,,
군산,7,35.8366666666667,126.398333333333,바지락,2018,10,13,맑음,22,18.86,18.93,0.0700000000000003,31.1,8.11,9.18,3.49,0.027,0.065,0.01,0.101,0.255,0.018,0.041,0.408,2.49,3.6,2.7,,
군산,8,35.7666666666667,126.418333333333,김,2018,10,13,맑음,10,18.9,18.81,0.0899999999999999,31.08,8.13,8.29,1.23,0.025,0.055,0.01,0.09,0.245,0.015,0.033,0.404,3.9,4.4,2.1,,
군산,9,35.6555555555556,126.447777777778,어류,2018,10,13,맑음,7,18.68,18.97,0.289999999999999,30.73,8.2,8.98,1.33,0.012,0.026,0.007,0.044,0.236,0.012,0.03,0.289,9.53,4.2,3.3,,
군산,1,36.1,126.521666666667,김,2018,10,12,맑음,8,19.29,19.21,0.0799999999999983,31.51,8.05,7.8,1.35,0.042,0.057,0.018,0.116,0.275,0.025,0.048,0.491,2.42,21.8,1,,
군산,2,36.0883333333333,126.453333333333,김,2018,10,12,맑음,7,19.37,19.31,0.0600000000000023,31.44,8.08,8.84,1.66,0.033,0.052,0.016,0.101,0.267,0.019,0.038,0.463,2.85,21.8,0.8,,
군산,3,36.0225,126.540555555556,김,2018,10,12,맑음,8,18.82,18.78,0.0399999999999992,28.23,8.04,8.5,2.26,0.093,0.23,0.013,0.335,0.546,0.055,0.062,0.801,3.97,43.6,0.9,,
군산,4,36,126.5,김,2018,10,12,맑음,10,19.24,18.89,0.349999999999998,30.21,8.05,8.62,2.42,0.059,0.116,0.013,0.188,0.384,0.036,0.065,0.601,3.05,42,1.2,,
군산,5,35.9877777777778,126.460277777778,김,2018,10,12,맑음,11,19.53,18.76,0.77,30.55,8.07,8.84,1.94,0.064,0.152,0.013,0.23,0.412,0.03,0.058,0.654,3.67,9.4,1.4,,
금강하구,1,36.0072222222222,126.693055555556,하구,2018,10,12,맑음,5,18.8,18.8,0,21.35,7.98,8.94,6.26,0.165,0.634,0.018,0.817,1.142,0.048,0.135,1.527,9.87,160.5,0.4,,
금강하구,2,36,126.646388888889,하구,2018,10,12,맑음,11,18.89,19.04,0.149999999999999,27.65,8.01,9.21,5.11,0.113,0.295,0.013,0.421,0.913,0.035,0.105,0.903,7.63,114.2,0.6,,
금강하구,3,35.9913888888889,126.61,하구,2018,10,12,맑음,10,18.96,18.93,0.0300000000000011,28.15,8.04,9,3.96,0.094,0.237,0.012,0.343,0.569,0.034,0.075,0.792,5.4,67.8,0.7,,
금강하구,4,35.9897222222222,126.561111111111,하구,2018,10,12,맑음,12,18.97,19.08,0.109999999999999,29.07,8.05,9.85,2.46,0.08,0.184,0.012,0.275,0.49,0.031,0.061,0.697,5.17,52.8,0.9,,
보령,1,36.31,126.4825,연안,2018,10,12,맑음,15,19.51,19.42,0.0899999999999999,31.44,8.03,7.84,0.36,0.052,0.075,0.017,0.144,0.301,0.027,0.052,0.525,1.76,28.4,1.2,,
보령,2,36.2291666666667,126.51,새조개,2018,10,12,맑음,9,19.3,19.27,0.0300000000000011,31.56,8.04,8.83,1.47,0.042,0.071,0.017,0.131,0.295,0.031,0.042,0.505,2.14,24.2,0.9,,
천수만,1,36.6083333333333,126.368333333333,바지락,2018,10,12,맑음,13,19.45,20.33,0.879999999999999,30.07,7.98,8.36,1.33,0.196,0.068,0.017,0.282,0.488,0.058,0.069,0.925,3.05,5.2,1.7,,
천수만,2,36.5947222222222,126.403333333333,굴,2018,10,12,맑음,12,19.69,20.14,0.449999999999999,30.18,7.99,8.4,0.89,0.184,0.074,0.02,0.277,0.471,0.051,0.071,0.901,2.95,5.2,2.2,,
천수만,3,36.55,126.386666666667,피조개,2018,10,12,맑음,10,18.65,19.56,0.91,29.89,8,9.3,1.17,0.167,0.08,0.022,0.269,0.467,0.049,0.066,0.853,2.63,9.6,1.8,,
천수만,4,36.5363888888889,126.458888888889,피조개,2018,10,12,맑음,12,19.41,19.7,0.289999999999999,30.66,8.02,8.48,1.84,0.123,0.072,0.018,0.213,0.376,0.041,0.057,0.724,1.85,8,1.8,,
천수만,5,36.4822222222222,126.47,바지락,2018,10,12,맑음,12,19.47,19.6,0.130000000000003,31.01,8.02,8.23,1.92,0.104,0.074,0.018,0.196,0.369,0.038,0.046,0.674,2.18,8.6,1.7,,
천수만,6,36.4280555555556,126.497777777778,바지락,2018,10,12,맑음,8,19.46,19.45,0.0100000000000016,31.24,8.03,8.2,0.81,0.067,0.073,0.017,0.157,0.318,0.036,0.049,0.566,1.73,14.2,1,,
천수만,7,36.4013888888889,126.482777777778,연안,2018,10,12,맑음,22,19.43,19.4,0.0300000000000011,31.27,8.03,8.52,3.76,0.068,0.074,0.017,0.159,0.316,0.03,0.053,0.567,1.73,14,1.3,,
천수만,8,36.3933333333333,126.443333333333,전복,2018,10,12,맑음,12,19.43,19.41,0.0199999999999996,31.11,8.03,8.28,0.99,0.081,0.073,0.017,0.171,0.336,0.033,0.048,0.6,1.74,11.4,1.9,,
구룡포,3,35.9222222222222,129.541666666667,우렁쉥이,2018,10,11,맑음,44,20.8,9.27,11.53,34.02,7.98,6.39,0.4,0.016,0.204,0.004,0.224,0.247,0.039,0.04,0.695,0.19,5.2,6,,
구룡포,4,35.9222222222222,129.6,우렁쉥이,2018,10,11,맑음,76,21.75,3.73,18.02,34.07,7.91,7.65,0.69,0.014,0.266,0.002,0.283,0.292,0.051,0.053,0.849,0.11,4.8,8,,
감포,1,35.7916666666667,129.508333333333,연안,2018,10,11,맑음,36,20.75,15.3,5.45,34.05,8.04,5.97,0.55,0.011,0.153,0.005,0.169,0.216,0.027,0.033,0.564,0.3,9,5,,
감포,2,35.7916666666667,129.55,연안,2018,10,11,맑음,58,21.82,9.42,12.4,34.12,7.98,6.1,0.56,0.009,0.216,0.002,0.226,0.257,0.036,0.043,0.677,0.22,9.2,9,,
영덕,1,36.5916666666667,129.455555555556,우렁쉥이,2018,10,10,흐림,73,20.14,5.34,14.8,34.06,7.98,7.9,0.19,0.006,0.226,0.001,0.233,0.25,0.04,0.04,0.645,0.17,5.2,6,,
영덕,2,36.5916666666667,129.513888888889,우렁쉥이,2018,10,10,흐림,112,20.49,2.77,17.72,34.04,7.93,8.57,0.27,0.005,0.232,0.001,0.238,0.268,0.043,0.043,0.716,0.09,4.2,7,,
영덕,3,36.5333333333333,129.455555555556,우렁쉥이,2018,10,10,흐림,66,20.15,7.16,12.99,34.08,7.99,7.23,0.11,0.005,0.223,0.002,0.23,0.246,0.039,0.04,0.653,0.19,4.2,6,,
영덕,4,36.5333333333333,129.513888888889,우렁쉥이,2018,10,10,흐림,110,20,3.53,16.47,34.02,7.97,8.54,0.2,0.004,0.234,0.002,0.24,0.246,0.042,0.043,0.68,0.05,2.2,6,,
강구,1,36.35,129.397222222222,연안,2018,10,10,흐림,50,20.37,10.65,9.72,33.94,8.01,6.82,0.34,0.015,0.171,0.003,0.189,0.231,0.032,0.035,0.533,0.25,4.8,5,,
강구,2,36.35,129.455555555556,연안,2018,10,10,흐림,84,20.27,4.56,15.71,34.09,7.98,7.77,0.15,0.007,0.214,0.002,0.223,0.244,0.04,0.04,0.602,0.07,2.2,8,,
월포,1,36.2,129.386111111111,연안,2018,10,10,흐림,31,20.47,20.06,0.41,33.32,8.17,7.51,0.48,0.011,0.029,0.001,0.041,0.108,0.004,0.01,0.136,1.08,1.6,5,,
월포,2,36.2,129.433333333333,연안,2018,10,10,흐림,50,20.13,12.87,7.26,33.52,8.05,6.57,0.19,0.011,0.158,0.004,0.173,0.203,0.026,0.027,0.466,0.36,2.2,7,,
영일만,1,36.0405555555556,129.451111111111,연안,2018,10,10,흐림,22,20.79,20.57,0.219999999999999,32.79,8.17,7.33,0.44,0.023,0.022,0.001,0.046,0.117,0.005,0.01,0.152,0.3,2.2,5,,
영일만,2,36.0655555555556,129.512777777778,연안,2018,10,10,흐림,28,20.44,19.02,1.42,33.19,8.15,7.03,0.69,0.024,0.041,0.003,0.068,0.131,0.01,0.014,0.224,0.25,1.6,6,,
구룡포,1,36,129.586111111111,우렁쉥이,2018,10,10,흐림,48,21.24,18.47,2.77,33.33,8.12,6.71,0.32,0.021,0.077,0.006,0.104,0.155,0.016,0.019,0.383,0.34,3.4,5,,
구룡포,2,36,129.636111111111,우렁쉥이,2018,10,10,흐림,105,22.38,2.44,19.94,34.04,7.92,7.67,0.42,0.013,0.247,0.002,0.262,0.287,0.048,0.048,0.765,0.09,3.8,13,,
삼척,1,37.375,129.263888888889,연안,2018,10,9,흐림,20,20.95,20.64,0.309999999999999,33.17,8.16,7.43,0.66,0.012,0.025,0.002,0.038,0.112,0.005,0.011,0.135,1.52,3.4,8,,
삼척,2,37.375,129.319444444444,연안,2018,10,9,흐림,102,20.75,1.6,19.15,34,7.98,9.33,0.39,0.007,0.225,0,0.233,0.244,0.038,0.039,0.645,0.08,1.8,8,,
임원,1,37.2222222222222,129.355555555556,연안,2018,10,9,흐림,33,21,20.71,0.289999999999999,33.09,8.17,7.33,0.35,0.014,0.023,0.001,0.039,0.108,0.006,0.011,0.146,1.12,2,7,,
임원,2,37.2222222222222,129.4,연안,2018,10,9,흐림,55,20.86,13.91,6.95,34.25,8.02,5.61,0.15,0.006,0.2,0.001,0.206,0.215,0.032,0.033,0.579,0.17,0.6,6,,
죽변,1,37.05,129.433333333333,연안,2018,10,9,흐림,24,21.09,20.81,0.280000000000001,33.07,8.18,7.48,0.56,0.014,0.018,0.002,0.033,0.108,0.005,0.011,0.146,1.69,1.6,5,,
죽변,3,37.05,129.483333333333,연안,2018,10,9,흐림,120,20.98,2.37,18.61,34.03,7.94,8.57,0.5,0.007,0.239,0.001,0.247,0.264,0.041,0.042,0.743,0.13,2.2,7,,
울진,1,36.975,129.427777777778,연안,2018,10,9,흐림,30,20.71,20.2,0.510000000000002,33.29,8.15,7.03,0.27,0.013,0.039,0.002,0.055,0.12,0.007,0.013,0.172,0.94,2.2,4,,
울진,2,36.975,129.466666666667,연안,2018,10,9,흐림,111,20.83,2.65,18.18,34.04,7.96,8.52,0.4,0.005,0.225,0.001,0.231,0.251,0.039,0.04,0.675,0.12,2.2,6,,
후포,1,36.65,129.455555555556,우렁쉥이,2018,10,9,흐림,49,21.15,9.5,11.65,34.14,8.01,6.32,0.14,0.008,0.187,0.002,0.198,0.227,0.031,0.032,0.56,0.29,2.8,7,,
후포,2,36.65,129.513888888889,우렁쉥이,2018,10,9,흐림,98,20.98,3.89,17.09,34.05,7.99,8.44,0.22,0.004,0.203,0,0.207,0.236,0.034,0.035,0.547,0.06,1.8,6,,
태안,1,36.94,126.2,전복,2018,10,9,흐림,26,20.82,20.87,0.0500000000000007,31.58,8.03,7.49,0.86,0.006,0.062,0.02,0.088,0.223,0.019,0.033,0.171,2.2,13.6,2.5,,
태안,2,36.88,126.09,연안,2018,10,9,맑음,24,20.38,20.4,0.0199999999999996,31.75,8.04,7.34,0.77,0.011,0.061,0.014,0.087,0.22,0.017,0.033,0.21,1.73,10.4,3.2,,
태안,3,36.57,126.1,연안,2018,10,9,맑음,16,19.65,19.3,0.349999999999998,32.15,8.04,7.09,0.77,0.006,0.07,0.006,0.082,0.242,0.02,0.033,0.311,1.03,16.6,2.9,,
태안,4,36.63,126.23,김,2018,10,9,맑음,8,19.51,19.5,0.0100000000000016,32.12,8.04,7.01,0.89,0.004,0.066,0.006,0.076,0.2,0.014,0.041,0.309,1.54,11.4,1.7,,
태안,5,36.49,126.29,바지락,2018,10,9,맑음,17,19.87,19.67,0.199999999999999,31.98,8.05,7.32,0.42,0.012,0.057,0.008,0.077,0.22,0.016,0.047,0.352,2.25,15.2,2.5,,
부산,4,35.0513888888889,129.020555555556,연안,2018,10,8,맑음,24,21.7,21.01,0.689999999999998,33.25,7.85,6.36,0.82,0.024,0.052,0.007,0.083,0.179,0.012,0.02,0.301,0.49,13.2,7,,
거제도동안,1,34.9811111111111,128.7875,진주담치,2018,10,8,맑음,23,21.32,20.17,1.15,33.31,7.9,5.73,0.46,0.016,0.074,0.01,0.1,0.158,0.015,0.019,0.362,0.31,5.9,4,,
진해만,5,35.0041666666667,128.665555555556,굴/진주담치,2018,10,7,맑음,9,21.76,21.29,0.470000000000002,30.63,7.77,5.36,0.99,0.101,0.1,0.018,0.218,0.353,0.038,0.044,0.753,0.45,6,4,,
진해만,6,35.0216666666667,128.633333333333,굴/진주담치,2018,10,7,흐림,30,21.35,20.81,0.540000000000003,32.97,7.95,5.39,0.57,0.04,0.044,0.009,0.093,0.234,0.017,0.03,0.374,1.07,10.3,6,,
진해만,21,34.9475,128.495833333333,굴,2018,10,7,맑음,15,21.49,20.94,0.549999999999997,31.8,7.79,5.73,0.83,0.061,0.04,0.011,0.112,0.253,0.01,0.031,0.509,2.62,3.4,7.5,,
진해만,22,34.9183333333333,128.510833333333,굴,2018,10,7,맑음,14,21.44,21.08,0.360000000000003,31.66,7.8,5.44,1.05,0.065,0.042,0.011,0.118,0.22,0.005,0.026,0.466,2.2,4.7,5,,
진해만,23,34.9197222222222,128.561944444444,굴/진주담치,2018,10,7,맑음,19,21.6,21.17,0.43,32.34,7.5,0.6,0.73,0.047,0.057,0.026,0.131,0.317,0.02,0.048,0.481,1.92,6.2,6,,
진해만,24,34.9094444444444,128.608333333333,굴/진주담치,2018,10,7,맑음,12,21.92,21.65,0.270000000000003,31.42,7.78,4.7,1.35,0.076,0.047,0.023,0.147,0.29,0.023,0.04,0.6,3.15,7.9,3.5,,
진해만,25,34.9480555555556,128.563055555556,굴/진주담치,2018,10,7,맑음,24,21.85,20.2,1.65,32.72,7.5,0.45,1.11,0.256,0.002,0.002,0.26,0.389,0.083,0.103,1.992,0.72,3.2,7.5,,
진해만,26,34.9769444444445,128.601111111111,굴/진주담치,2018,10,7,맑음,21,21.53,20.25,1.28,32.74,7.54,0.63,0.83,0.188,0.015,0.017,0.22,0.333,0.076,0.08,1.92,1.17,4.1,9,,
진해만,27,34.9647222222222,128.646666666667,굴/진주담치,2018,10,7,맑음,12,21.66,21.28,0.379999999999999,31.28,7.54,4.52,1.27,0.112,0.042,0.015,0.169,0.308,0.037,0.047,0.872,0.74,10,3.5,,
진해만,7,35.0533333333333,128.570555555556,진주담치,2018,10,6,맑음,17,20.95,21.16,0.210000000000001,31.45,7.69,5.62,0.9,0.101,0.057,0.019,0.177,0.317,0.034,0.043,0.584,0.47,9.1,4.5,,
진해만,8,35.0888888888889,128.527222222222,굴/미더덕,2018,10,6,맑음,13,21.53,21.26,0.27,31.43,7.79,5.65,1.07,0.078,0.032,0.013,0.123,0.248,0.03,0.035,0.455,0.6,4.7,5.5,,
진해만,9,35.0852777777778,128.4825,굴/미더덕,2018,10,6,맑음,12,21.02,21.25,0.23,31.39,7.68,5.74,1.26,0.069,0.045,0.019,0.133,0.284,0.027,0.04,0.371,0.54,8.4,4,,
진해만,10,35.0786111111111,128.47,굴,2018,10,6,맑음,17,21.44,21.35,0.0899999999999999,30.03,7.56,5.31,1.48,0.1,0.103,0.021,0.224,0.374,0.041,0.052,0.727,0.52,8.4,1,,
진해만,11,35.0533333333333,128.516111111111,굴,2018,10,6,맑음,16,21.55,21.11,0.440000000000001,31.52,7.71,4.8,0.99,0.108,0.024,0.012,0.144,0.227,0.04,0.04,0.778,0.65,5.6,4,,
진해만,12,35.0288888888889,128.5,굴/미더덕,2018,10,6,맑음,18,21.7,21.05,0.649999999999999,31.67,7.56,3.27,1.29,0.095,0.036,0.016,0.147,0.215,0.037,0.037,0.678,0.52,5,5.5,,
진해만,13,35.0111111111111,128.560833333333,굴,2018,10,6,맑음,22,21.3,20.73,0.57,32.15,7.39,0.52,0.79,0.197,0.014,0.009,0.219,0.406,0.071,0.107,1.735,0.52,5.1,5,,
진해만,14,34.9991666666667,128.493888888889,굴,2018,10,6,맑음,23,21.43,20.61,0.82,32.53,7.42,0.54,1.01,0.172,0.062,0.027,0.261,0.394,0.071,0.081,1.805,0.64,4.1,6,,
진해만,15,34.9838888888889,128.452777777778,굴,2018,10,6,맑음,17,21.93,21.32,0.609999999999999,32.03,7.4,2.92,1.21,0.079,0.062,0.026,0.167,0.365,0.029,0.06,0.742,1.27,3.9,6,,
진해만,16,34.9502777777778,128.445555555556,굴,2018,10,6,맑음,17,21.61,21.42,0.189999999999998,31.91,7.55,3.26,0.91,0.083,0.038,0.015,0.136,0.315,0.029,0.049,0.719,1.42,4.4,10,,
진해만,17,34.9144444444444,128.456666666667,굴,2018,10,6,맑음,14,21.57,21.81,0.239999999999998,31.71,7.55,2.05,0.77,0.109,0.017,0.006,0.133,0.241,0.018,0.038,0.566,3.51,5.2,10,,
진해만,18,34.905,128.4325,굴,2018,10,6,맑음,11,21.69,21.77,0.0799999999999983,31.39,7.7,5.18,1.11,0.047,0.014,0.004,0.066,0.217,0.002,0.029,0.242,7.39,6.1,6,,
진해만,19,34.8944444444444,128.476111111111,굴,2018,10,6,맑음,7,21.31,21.16,0.149999999999999,31.39,7.88,7.54,1.3,0.011,0.012,0.003,0.026,0.161,0.002,0.019,0.095,3.52,5.2,4.5,,
진해만,20,34.9377777777778,128.4675,굴,2018,10,6,맑음,16,21.57,21.66,0.0899999999999999,31.93,7.51,1.24,1.35,0.186,0.027,0.011,0.224,0.353,0.042,0.054,1.105,1.77,20.8,7,,
통영,4,34.8583333333333,128.424722222222,우렁쉥이,2018,10,5,비,5,20.66,20.65,0.0100000000000016,32.61,8.18,5.81,2.1,0.125,0.044,0.023,0.192,0.284,0.04,0.056,0.728,16.24,3.8,2,,
통영,5,34.8619444444445,128.394722222222,굴/우렁쉥이,2018,10,5,비,8,20.57,20.55,0.0199999999999996,32.99,8.26,6.78,2.06,0.081,0.026,0.028,0.136,0.218,0.035,0.047,0.488,15.55,4.6,2,,
통영,6,34.8625,128.369444444444,굴,2018,10,5,비,9,20.56,20.57,0.0100000000000016,32.68,8.28,6.03,2.02,0.075,0.025,0.027,0.127,0.208,0.017,0.038,0.629,11.19,4,3,,
통영,7,34.8472222222222,128.348333333333,굴,2018,10,5,비,10,20.52,20.46,0.0599999999999987,32.8,8.31,5.81,1.62,0.039,0.028,0.017,0.084,0.175,0.017,0.028,0.341,5.35,3,4,,
강릉,1,37.78,128.955555555556,가리비,2018,10,4,흐림,27,20.82,15.69,5.13,33.67,8.09,7.09,0.77,0.009,0.056,0.006,0.071,0.145,0.011,0.017,0.226,1.59,1.6,10,,
강릉,2,37.78,129,가리비,2018,10,4,흐림,74,21.94,1.97,19.97,33.97,7.98,9.41,0.48,0.008,0.213,0.001,0.223,0.231,0.034,0.037,0.556,0.08,1.4,10,,
강릉,3,37.65,129.066666666667,연안,2018,10,4,흐림,30,21.16,14.57,6.59,33.79,8.09,6.81,0.58,0.013,0.077,0.007,0.097,0.154,0.014,0.019,0.289,1.42,1.4,10,,
강릉,4,37.65,129.125,연안,2018,10,4,흐림,109,21.29,1.33,19.96,34.01,7.95,9.16,0.6,0.007,0.257,0.001,0.265,0.269,0.042,0.043,0.74,0.07,1.8,12,,
마산만,1,35.0866666666667,128.693888888889,진주담치,2018,10,4,맑음,23,21.73,21.31,0.420000000000002,32.54,8.04,5.78,0.79,0.048,0.066,0.017,0.13,0.239,0.021,0.029,0.499,0.66,9.6,3,,
마산만,2,35.1372222222222,128.68,진주담치,2018,10,4,맑음,7,21.7,20.93,0.77,31.57,7.88,5.77,1.5,0.122,0.068,0.026,0.216,0.388,0.022,0.038,0.811,3.67,3,6.5,,
마산만,3,35.0869444444445,128.631111111111,진주담치,2018,10,4,맑음,12,20.16,21.06,0.899999999999999,31.43,7.9,6.01,1.03,0.095,0.078,0.02,0.193,0.319,0.029,0.035,0.574,0.71,6.1,4.5,,
마산만,4,35.1216666666667,128.601944444444,진주담치,2018,10,4,맑음,15,20.62,21.04,0.419999999999998,31.77,7.87,5.74,1.06,0.087,0.056,0.016,0.159,0.328,0.024,0.039,0.458,0.96,5.3,5,,
마산만,5,35.1502777777778,128.594444444444,진주담치,2018,10,4,맑음,13,20.15,21.05,0.900000000000002,31.58,7.81,5.74,1.25,0.132,0.069,0.021,0.222,0.426,0.032,0.049,0.634,0.81,4.8,4.5,,
마산만,6,35.1966666666667,128.584722222222,진주담치,2018,10,4,맑음,6,20.97,20.96,0.009999999999998,31.01,7.77,4.87,1.36,0.21,0.075,0.025,0.311,0.473,0.045,0.056,0.926,0.46,4,3,,
진해만,1,35.0458333333333,128.758888888889,진주담치,2018,10,4,맑음,17,21.71,21.34,0.370000000000001,32.69,7.92,6.15,0.51,0.036,0.061,0.016,0.113,0.204,0.017,0.024,0.403,0.55,4.9,3.5,,
진해만,2,35.0597222222222,128.724166666667,진주담치,2018,10,4,맑음,22,21.3,21.3,0,32.67,7.96,6.03,0.62,0.042,0.063,0.015,0.12,0.221,0.018,0.026,0.448,0.51,10.9,4,,
진해만,3,35.0516666666667,128.679166666667,진주담치,2018,10,4,맑음,37,21.43,20.33,1.1,33.27,7.96,5.5,0.76,0.032,0.077,0.01,0.119,0.236,0.018,0.026,0.469,0.44,11.1,5,,
진해만,4,35.0597222222222,128.640833333333,진주담치,2018,10,4,흐림,28,21.28,20.45,0.830000000000002,33.18,7.96,5.59,0.81,0.036,0.075,0.013,0.124,0.226,0.022,0.027,0.532,0.69,9.6,4,,
거제도남안,1,34.8388888888889,128.576388888889,굴,2018,10,4,흐림/바람,8,20.48,20.45,0.0300000000000011,32.52,8.31,6.72,2.02,0.041,0.009,0.019,0.069,0.238,0.027,0.048,0.537,9.89,8,2,,
거제도남안,2,34.8027777777778,128.556111111111,굴/우렁쉥이,2018,10,4,흐림/바람,10,20.44,20.43,0.0100000000000016,32.51,8.34,7.3,2.14,0.018,0.014,0.014,0.046,0.204,0.017,0.046,0.539,12.08,7.8,2.5,,
거제도남안,7,34.7830555555556,128.506111111111,굴/우렁쉥이,2018,10,4,흐림/바람,6,20.48,20.48,0,32.62,8.35,6.9,1.82,0.045,0.017,0.019,0.081,0.211,0.02,0.024,0.613,5.34,6,2,,
고성자란만,1,34.8891666666667,128.225,굴,2018,10,4,맑음/바람,9,21.42,21.27,0.150000000000002,32.69,8.37,5.61,1.38,0.036,0.009,0.022,0.066,0.183,0.022,0.028,0.344,4.2,10.2,1.5,,
고성자란만,2,34.8547222222222,128.229444444444,굴,2018,10,4,맑음/바람,15,21.5,22.32,0.82,33.17,8.47,6.13,1.34,0.03,0.008,0.022,0.059,0.132,0.019,0.03,0.472,2.77,8.6,4,,
고성자란만,3,34.8958333333333,128.2875,굴,2018,10,4,맑음/바람,9,21.12,21.03,0.0899999999999999,32.41,8.31,6.2,1.7,0.066,0.01,0.022,0.098,0.192,0.026,0.043,0.623,3.95,10.6,1.5,,
고성자란만,4,34.9319444444444,128.319722222222,굴,2018,10,4,맑음/바람,4,20.75,20.63,0.120000000000001,32.06,8.34,7.96,2.73,0.07,0.026,0.029,0.125,0.214,0.036,0.052,0.398,8.91,9.8,1,,
고성자란만,5,34.9144444444444,128.230277777778,굴,2018,10,4,맑음/바람,8,21.33,21.13,0.199999999999999,32.35,8.37,7.13,2.06,0.042,0.012,0.014,0.069,0.136,0.016,0.034,0.399,6.43,7.2,3.5,,
고성자란만,6,34.9219444444444,128.253055555556,굴,2018,10,4,맑음/바람,7,21.21,21.12,0.0899999999999999,32.32,8.36,6.86,1.9,0.043,0.013,0.015,0.07,0.14,0.017,0.036,0.545,7.51,8.6,2,,
고성자란만,7,34.9219444444444,128.255833333333,굴,2018,10,4,맑음/바람,9,21.31,21.09,0.219999999999999,32.34,8.35,6.81,1.82,0.045,0.012,0.015,0.072,0.133,0.014,0.035,0.441,7.09,7.8,3,,
고성자란만,8,34.9258333333333,128.303888888889,굴,2018,10,4,맑음/바람,4,20.82,20.77,0.0500000000000007,32.15,8.33,8.01,2.02,0.055,0.026,0.015,0.095,0.229,0.028,0.055,0.404,5.35,9.6,1.5,,
고성자란만,9,34.9136111111111,128.332222222222,굴,2018,10,4,맑음/바람,6,21.23,21.08,0.150000000000002,31.27,8.26,7.59,2.06,0.05,0.026,0.015,0.091,0.181,0.021,0.046,0.409,7.53,8.2,1.5,,
통영외안,6,34.8519444444445,128.291111111111,굴,2018,10,4,맑음/바람,13,21.25,20.66,0.59,32.73,8.3,4.93,1.78,0.032,0.026,0.016,0.074,0.211,0.02,0.04,0.48,2.92,5.8,2,,
아산,1,37.0055555555556,126.745277777778,바지락,2018,10,4,맑음,13,21.59,21.42,0.169999999999998,29.89,7.97,7.46,2.28,0.01,0.253,0.093,0.356,0.507,0.046,0.053,0.768,3.22,15.8,3,,
